idrealestate,type,typeOfOffer,city,municipality,squareFootage,constructionYear,landArea,floorInfo,registration,heatingType,roomNo,bathroomNo,price,country,con,pl,pumpaIliKalorimetri
695,flat,sale,Beograd,Karaburma,52,NULL,NULL,"1 / 5",Da,Samostalno,2,1,89400,Srbija,Novogradnja,NULL,NULL
696,flat,sale,Beograd,Skadarlija,115,NULL,NULL,"1 / 6",Da,Centralno,4,2,199000,Srbija,Delimična,NULL,NULL
697,flat,sale,Niš,"Branko Bjegović",53,NULL,NULL,"3 / 5",Da,Samostalno,2,1,34000,Srbija,Standardna,NULL,NULL
698,flat,sale,Beograd,"Crveni krst",105,NULL,NULL,"4 / 5",Da,Centralno,3,2,159000,Srbija,Novogradnja,NULL,NULL
699,flat,sale,Beograd,"Mirijevo III",53,NULL,NULL,"- / 5",Da,Samostalno,2.5,1,55500,Srbija,Novogradnja,NULL,NULL
700,flat,sale,Beograd,"Mirijevo I",38,NULL,NULL,"- / 5",Da,Samostalno,1.5,1,39480,Srbija,Novogradnja,NULL,NULL
701,flat,sale,Zlatibor,Centar,36,NULL,NULL,"0 / 4",NULL,Samostalno,1,1,1700,Srbija,U,NULL,NULL
702,flat,rent,Beograd,"Beograd na vodi",60,NULL,NULL,"21 / -",NULL,Centralno,2,1,1000,Srbija,Novogradnja,NULL,NULL
703,flat,sale,Beograd,Voždovac,140,NULL,NULL,"5 / 5",Da,Centralno,4,3,294000,Srbija,Novogradnja,NULL,NULL
704,flat,sale,Beograd,"Crveni krst",64,NULL,NULL,"2 / 5",Da,Centralno,2.5,1,128000,Srbija,Novogradnja,NULL,kalorimetri
705,flat,sale,Beograd,"Lekino brdo",64,NULL,NULL,"1 / 5",Da,NULL,3,1,1400,Srbija,Izvorno,NULL,NULL
706,flat,sale,Beograd,"Lekino brdo",110,NULL,NULL,"4 / 4",Da,Centralno,NULL,2,220000,Srbija,Novogradnja,NULL,kalorimetri
707,home,rent,Niš,Palilula,250,NULL,NULL,NULL,Da,Samostalno,7,3,1500,Srbija,Novogradnja,NULL,NULL
708,flat,rent,Beograd,"Stari Grad",60,NULL,NULL,"6 / -",NULL,"Samostalno, Klima",2,1,600,Srbija,Izvorno,NULL,NULL
709,flat,sale,Beograd,"Vračar (Hram)",48,NULL,NULL,"4 / 5",Da,NULL,2,1,130000,Srbija,Kompletna,NULL,NULL
710,flat,sale,Beograd,Čubura,96,NULL,NULL,"1 / -",Da,Samostalno,4.5,2,144000,Srbija,NULL,NULL,NULL
711,flat,rent,Beograd,"Novi Beograd Blok 67",62,NULL,NULL,"4 / -",NULL,Centralno,2,NULL,370,Srbija,Novogradnja,NULL,NULL
712,flat,sale,Beograd,"Kalenić pijaca",80,NULL,NULL,"- / 12",Da,Centralno,4,1,149000,Srbija,Izvorno,NULL,NULL
713,flat,rent,Beograd,Konjarnik,90,NULL,NULL,"8 / -",NULL,"Centralno, Klima",3,1,800,Srbija,Novogradnja,NULL,NULL
714,flat,sale,Beograd,"Bežanijska kosa III",96,NULL,NULL,"3 / 6",Da,Centralno,4,1,150000,Srbija,Izvorno,NULL,NULL
715,flat,rent,Beograd,"Bežanijska kosa III",53,NULL,NULL,"1 / -",NULL,"Centralno, Klima",2,1,250,Srbija,Standardna,NULL,NULL
716,flat,rent,Beograd,Voždovac,43,NULL,NULL,"1 / -",NULL,Samostalno,2,1,250,Srbija,Standardna,NULL,NULL
717,flat,rent,Beograd,Čubura,45,NULL,NULL,"- / -",NULL,"Centralno, Klima",2,1,350,Srbija,Novogradnja,NULL,NULL
718,flat,rent,Beograd,"Bežanijska kosa I",198,NULL,NULL,"- / -",NULL,"Centralno, Klima",5,1,1500,Srbija,Izvorno,NULL,NULL
719,flat,rent,Beograd,"Novi Beograd Blok 28 (Potkovica)",82,NULL,NULL,"2 / -",NULL,"Centralno, Klima",3,1,500,Srbija,Izvorno,NULL,NULL
720,flat,rent,Beograd,"Dedinje (RTV Pink)",80,NULL,NULL,"2 / -",NULL,"Centralno, Klima",3,1,650,Srbija,Standardna,NULL,NULL
721,flat,rent,Beograd,"Crveni krst",74,NULL,NULL,"- / -",NULL,"Centralno, Klima",4,1,480,Srbija,Standardna,NULL,NULL
722,flat,rent,Beograd,"Lekino brdo",40,NULL,NULL,"2 / -",NULL,"Centralno, Klima",2,1,390,Srbija,Novogradnja,NULL,NULL
723,flat,rent,Beograd,"Novi Beograd Blok 11c (Stari Merkator)",67,NULL,NULL,"1 / 6",NULL,"Centralno, Klima",2,1,650,Srbija,Novogradnja,NULL,NULL
724,flat,sale,Beograd,"Cvetkova pijaca",75,NULL,NULL,"2 / -",Da,"Centralno, Klima",3,1,140000,Srbija,Novogradnja,NULL,NULL
725,flat,rent,Beograd,"Donji Dorćol",71,NULL,NULL,"2 / -",NULL,Centralno,3,1,1200,Srbija,Novogradnja,NULL,NULL
726,flat,rent,Beograd,"Stari Grad",75,NULL,NULL,"- / -",NULL,"Centralno, Klima",2,1,550,Srbija,Izvorno,NULL,NULL
727,flat,rent,Beograd,"Novi Beograd Blok 43 (Buvlja pijaca)",60,NULL,NULL,"7 / -",NULL,"Centralno, Klima",3,1,650,Srbija,Novogradnja,NULL,NULL
728,flat,rent,Beograd,"Novi Beograd Blok 22",80,NULL,NULL,"2 / -",NULL,"Centralno, Klima",3,1,650,Srbija,Novogradnja,NULL,NULL
729,flat,rent,Beograd,"Novi Beograd Blok 11 (Hotel Jugoslavija)",80,NULL,NULL,"5 / -",NULL,"Centralno, Klima",3,1,450,Srbija,Standardna,NULL,NULL
730,flat,rent,Beograd,"Novi Beograd Blok 63",61,NULL,NULL,"3 / -",NULL,"Centralno, Klima",2,1,300,Srbija,Standardna,NULL,NULL
731,flat,rent,Beograd,"Donji Dorćol",60,NULL,NULL,"3 / -",NULL,"Samostalno, Klima",3,1,600,Srbija,Standardna,NULL,NULL
732,flat,rent,Beograd,"Novi Beograd Blok 11c (Stari Merkator)",61,NULL,NULL,"7 / -",NULL,"Centralno, Klima",2,1,600,Srbija,Novogradnja,NULL,NULL
733,flat,rent,Beograd,"Novi Beograd Blok 70 (Kineski TC)",64,NULL,NULL,"7 / -",NULL,"Centralno, Klima",2,1,400,Srbija,Standardna,NULL,NULL
734,flat,rent,Beograd,"Vračar (Centar)",53,NULL,NULL,"1 / -",NULL,"Centralno, Klima",2,1,700,Srbija,Novogradnja,NULL,NULL
735,flat,rent,Beograd,"Vračar (Centar)",70,NULL,NULL,"1 / -",NULL,"Centralno, Klima",3,1,700,Srbija,Izvorno,NULL,NULL
736,flat,rent,Beograd,"Novi Beograd Blok 45 (TC Enjub)",45,NULL,NULL,"1 / -",NULL,"Centralno, Klima",2,1,230,Srbija,Standardna,NULL,NULL
737,flat,sale,Beograd,"Crveni krst",97,NULL,NULL,"- / -",NULL,"Centralno, Samostalno, Klima",NULL,NULL,243650,Srbija,Novogradnja,NULL,NULL
738,flat,sale,Beograd,"Crveni krst",73,NULL,NULL,"- / -",NULL,"Centralno, Samostalno, Klima",NULL,NULL,182275,Srbija,Novogradnja,NULL,NULL
739,flat,rent,Beograd,"Novi Beograd Blok 70a",59,NULL,NULL,"7 / -",NULL,"Centralno, Klima",2,1,280,Srbija,Standardna,NULL,NULL
740,flat,sale,Beograd,"Mirijevo I",78,NULL,NULL,"4 / 6",Da,Centralno,3,1,80000,Srbija,Standardna,NULL,NULL
741,flat,sale,Beograd,"Mirijevo I",101,NULL,NULL,"2 / 2",NULL,Centralno,5,1,129000,Srbija,Standardna,NULL,NULL
742,flat,sale,Beograd,"Gornji Dorćol",85,NULL,NULL,"1 / 7",Da,Centralno,4,1,204000,Srbija,Izvorno,NULL,NULL
743,flat,sale,Beograd,"Centar (uži)",103,NULL,NULL,"1 / 5",Da,Samostalno,4,2,195000,Srbija,Izvorno,NULL,NULL
744,flat,sale,Beograd,"Zemun (Save Kovačevića)",86,NULL,NULL,"- / 3",NULL,Samostalno,4,1,163000,Srbija,Novogradnja,NULL,NULL
745,flat,sale,Beograd,"Vračar (Centar)",90,NULL,NULL,"- / 2",Da,Centralno,4,1,210000,Srbija,Izvorno,NULL,NULL
746,flat,rent,Beograd,"Dedinje (RTV Pink)",170,NULL,NULL,"1 / -",NULL,Centralno,4,2,3500,Srbija,Novogradnja,yes,NULL
747,flat,rent,Beograd,"Vračar (Hram)",75,NULL,NULL,"2 / -",NULL,Centralno,3,1,1000,Srbija,Novogradnja,NULL,NULL
748,flat,rent,Beograd,"Vračar (Hram)",115,NULL,NULL,"2 / -",NULL,Centralno,4,2,1500,Srbija,Novogradnja,NULL,NULL
749,flat,sale,"Novi Sad",Centar,119,NULL,NULL,"4 / 4",Da,Centralno,4,NULL,150000,Srbija,Novogradnja,NULL,NULL
750,flat,rent,Beograd,"Vračar (Hram)",144,NULL,NULL,"4 / -",NULL,Centralno,3,2,2500,Srbija,Novogradnja,NULL,NULL
751,flat,rent,Beograd,"Centar (uži)",80,NULL,NULL,"4 / -",NULL,Centralno,3,1,1200,Srbija,Delimična,NULL,NULL
752,flat,rent,Beograd,"Vračar (Hram)",144,NULL,NULL,"5 / -",NULL,Centralno,3,2,2500,Srbija,Novogradnja,NULL,NULL
753,flat,rent,Beograd,"Centar (uži)",100,NULL,NULL,"9 / -",NULL,Centralno,3,2,2200,Srbija,Novogradnja,yes,NULL
754,flat,rent,Beograd,"Centar (uži)",180,NULL,NULL,"4 / -",NULL,NULL,4,2,2300,Srbija,Standardna,NULL,NULL
755,flat,rent,Beograd,"Vračar (Hram)",100,NULL,NULL,"3 / -",NULL,Centralno,3,2,2000,Srbija,Novogradnja,NULL,NULL
756,flat,rent,Beograd,"Centar (uži)",214,NULL,NULL,"7 / 7",NULL,Centralno,3,2,3500,Srbija,Novogradnja,NULL,NULL
757,flat,rent,Beograd,"Vračar (Centar)",240,NULL,NULL,"4 / -",NULL,Centralno,4,3,2500,Srbija,Novogradnja,NULL,NULL
758,flat,rent,Beograd,"Vračar (Centar)",200,NULL,NULL,"4 / 4",NULL,Centralno,4,3,2500,Srbija,Novogradnja,NULL,NULL
759,flat,rent,Beograd,"Dedinje (RTV Pink)",170,NULL,NULL,"1 / 3",NULL,Centralno,4,2,3500,Srbija,Novogradnja,yes,NULL
760,flat,rent,Beograd,"Vračar (Hram)",120,NULL,NULL,"1 / -",NULL,Centralno,3,2,2500,Srbija,Novogradnja,NULL,NULL
761,flat,rent,Beograd,"Vračar (Centar)",209,NULL,NULL,"4 / -",NULL,Centralno,3,2,2200,Srbija,Novogradnja,NULL,NULL
762,flat,rent,Beograd,"Vračar (Hram)",75,NULL,NULL,"2 / -",NULL,Centralno,3,2,1000,Srbija,Novogradnja,NULL,NULL
763,flat,rent,Beograd,"Vračar (Centar)",92,NULL,NULL,"5 / -",NULL,Centralno,3,2,1750,Srbija,Novogradnja,NULL,NULL
764,flat,rent,Beograd,"Vračar (Hram)",200,NULL,NULL,"5 / -",NULL,Centralno,5,3,4000,Srbija,Novogradnja,NULL,NULL
765,flat,rent,Beograd,"Dedinje (RTV Pink)",160,NULL,NULL,"3 / -",NULL,Centralno,4,3,2500,Srbija,Novogradnja,NULL,NULL
766,flat,rent,Beograd,"Vračar (Centar)",236,NULL,NULL,"4 / -",NULL,Centralno,4,3,2200,Srbija,Novogradnja,NULL,NULL
767,flat,rent,Beograd,"Vračar (Centar)",135,NULL,NULL,"5 / -",NULL,Centralno,4,2,1500,Srbija,Novogradnja,NULL,NULL
768,flat,rent,Beograd,"Dedinje (RTV Pink)",260,NULL,NULL,"- / -",NULL,Centralno,4,3,3500,Srbija,Novogradnja,NULL,NULL
769,flat,rent,Beograd,"Vračar (Hram)",125,NULL,NULL,"3 / -",NULL,Centralno,4,2,2500,Srbija,Novogradnja,NULL,NULL
770,flat,rent,Beograd,"Vračar (Hram)",230,NULL,NULL,"3 / -",NULL,Centralno,5,3,2300,Srbija,Novogradnja,NULL,NULL
771,flat,sale,Niš,Mediana,140,NULL,NULL,"5 / 5",Da,"Centralno, Klima",5,NULL,107000,Srbija,Standardna,NULL,NULL
772,flat,sale,Zlatibor,Centar,57,NULL,NULL,"- / 4",NULL,Samostalno,3,1,91200,Srbija,U,NULL,NULL
773,flat,sale,Zlatibor,Centar,45,NULL,NULL,"- / 4",NULL,Samostalno,2,1,72000,Srbija,U,NULL,NULL
774,flat,sale,Zlatibor,Centar,42,NULL,NULL,"- / 4",NULL,Samostalno,2,1,67200,Srbija,U,NULL,NULL
775,flat,rent,Beograd,Košutnjak,26,2017,NULL,"3 / 3",Da,Samostalno,1,1,175,Srbija,Novogradnja,NULL,NULL
776,flat,rent,Beograd,"Novi Beograd Blok 25 (Arena)",95,NULL,NULL,"4 / -",NULL,Centralno,3,2,950,Srbija,Novogradnja,NULL,NULL
777,flat,sale,Beograd,"Padinska skela",16,NULL,NULL,"4 / 4",Da,Samostalno,1,NULL,9500,Srbija,Standardna,NULL,NULL
778,flat,rent,Beograd,"Vračar (Hram)",212,NULL,NULL,"5 / 6",NULL,Centralno,4,4,5000,Srbija,Novogradnja,NULL,NULL
779,flat,sale,Budva,Komoševina,64,NULL,NULL,"- / 3",NULL,"Samostalno, Klima",2,1,185730,"Crna Gora",U,yes,NULL
780,flat,rent,Beograd,"Đeram pijaca",54,NULL,NULL,"- / -",NULL,Centralno,2,NULL,380,Srbija,Novogradnja,NULL,NULL
781,flat,rent,Beograd,"Vračar (Centar)",75,NULL,NULL,"1 / 5",NULL,Centralno,3,NULL,750,Srbija,NULL,NULL,NULL
782,flat,rent,Beograd,"Vračar (Centar)",60,NULL,NULL,"- / -",NULL,Centralno,2,NULL,550,Srbija,Novogradnja,NULL,NULL
783,flat,rent,Beograd,"Zemun (Centar)",54,NULL,NULL,"- / -",NULL,Samostalno,2,1,350,Srbija,Novogradnja,NULL,NULL
784,flat,sale,Beograd,Konjarnik,55,NULL,NULL,"6 / 7",Da,Samostalno,3,1,90000,Srbija,NULL,NULL,NULL
785,flat,rent,Beograd,"Beograd na vodi",82,NULL,NULL,"17 / 23",NULL,Centralno,3,NULL,1550,Srbija,Novogradnja,NULL,NULL
786,flat,rent,Beograd,"Novi Beograd Blok 22",56,NULL,NULL,"7 / -",NULL,"Centralno, Klima",2,1,450,Srbija,Novogradnja,NULL,NULL
787,flat,rent,Beograd,"Novi Beograd Blok 12 (YUBC)",126,NULL,NULL,"5 / 7",NULL,"Centralno, Klima",5,1,1000,Srbija,Novogradnja,NULL,NULL
788,flat,sale,Beograd,"Bajlonijeva pijaca",60,NULL,NULL,"4 / 4",Da,Samostalno,2,NULL,139000,Srbija,Standardna,NULL,NULL
789,flat,sale,Beograd,"Bežanijska kosa I",67,NULL,NULL,"1 / 2",Da,Samostalno,NULL,1,124320,Srbija,Novogradnja,NULL,NULL
790,flat,sale,Beograd,"Učiteljsko naselje",51,1970,NULL,"3 / 4",Da,Samostalno,2,NULL,79000,Srbija,Standardna,NULL,NULL
791,flat,sale,Beograd,"Novi Beograd Blok 11a (Opština NBG)",43,NULL,NULL,"3 / 13",Da,Centralno,2,1,80000,Srbija,Delimična,NULL,NULL
792,home,sale,Zlatibor,NULL,76,2018,NULL,NULL,NULL,Klima,3,NULL,NULL,Srbija,U,NULL,NULL
793,flat,sale,Beograd,Skadarlija,87,NULL,NULL,"4 / 6",Da,Centralno,3,NULL,215000,Srbija,Standardna,NULL,NULL
794,flat,sale,Beograd,Čubura,74,1970,NULL,"0 / 4",Da,Centralno,3,NULL,140000,Srbija,Standardna,NULL,NULL
795,flat,rent,Beograd,"Novi Beograd Blok 67a",5,NULL,NULL,"2 / -",NULL,Centralno,2,NULL,800,Srbija,Novogradnja,NULL,NULL
796,flat,sale,Risan,"1 red od mora",55,NULL,NULL,"- / -",Da,NULL,NULL,1,69000,"Crna Gora",Novogradnja,NULL,NULL
797,flat,sale,Niš,Centar,65,NULL,NULL,"2 / 7",NULL,Centralno,3,1,77300,Srbija,Izvorno,NULL,NULL
798,flat,rent,Beograd,Voždovac,90,NULL,NULL,"- / -",NULL,NULL,NULL,1,350,Srbija,NULL,NULL,NULL
799,flat,sale,Beograd,"Čukarička padina",43,1990,NULL,"1 / 5",Da,"Centralno, Klima",1,1,71000,Srbija,Standardna,NULL,NULL
800,flat,sale,Beograd,Lion,75,NULL,NULL,"2 / 6",NULL,Centralno,3,1,149900,Srbija,Novogradnja,NULL,NULL
801,flat,sale,Beograd,"Beograd na vodi",55,NULL,NULL,"10 / 14",Da,Centralno,2,1,165888,Srbija,Novogradnja,NULL,NULL
802,flat,sale,Beograd,"Beograd na vodi",164,NULL,NULL,"38 / -",Da,Centralno,4,2,1433888,Srbija,Novogradnja,NULL,NULL
803,flat,sale,Beograd,"Beograd na vodi",56,NULL,NULL,"21 / -",Da,Centralno,2,1,196888,Srbija,Novogradnja,NULL,kalorimetri
804,flat,sale,Beograd,"Beograd na vodi",88,NULL,NULL,"10 / 21",Da,Centralno,3,1,243888,Srbija,Novogradnja,NULL,NULL
805,flat,sale,Beograd,"Beograd na vodi",55,NULL,NULL,"23 / 24",Da,Centralno,2,1,186888,Srbija,Novogradnja,NULL,kalorimetri
806,flat,sale,Beograd,"Dedinje (25. maj)",79,NULL,NULL,"2 / 4",NULL,Samostalno,3,NULL,173560,Srbija,Novogradnja,NULL,NULL
807,flat,sale,Beograd,"Beograd na vodi",55,NULL,NULL,"5 / -",Da,Centralno,2,1,170888,Srbija,Novogradnja,NULL,NULL
808,flat,sale,Beograd,"Zemun (Meandri)",52,NULL,NULL,"1 / 5",Da,Centralno,2,NULL,93600,Srbija,Novogradnja,NULL,NULL
809,home,sale,Beograd,Sopot,150,NULL,NULL,NULL,Da,Centralno,5,2,67000,Srbija,Novogradnja,NULL,NULL
810,flat,sale,Beograd,"Beograd na vodi",51,NULL,NULL,"5 / 17",Da,Centralno,2,1,156888,Srbija,Novogradnja,NULL,kalorimetri
811,flat,sale,Pančevo,Centar,68,NULL,NULL,"3 / -",Da,Centralno,NULL,1,82000,Srbija,Novogradnja,NULL,kalorimetri
812,flat,rent,Beograd,Voždovac,60,NULL,NULL,"1 / -",NULL,Centralno,2,1,450,Srbija,Novogradnja,NULL,NULL
813,flat,rent,Beograd,Slavija,45,1937,NULL,"1 / 5",Da,Centralno,2,1,480,Srbija,Kompletna,NULL,NULL
814,flat,rent,Beograd,"Novi Beograd Blok 25 (Arena)",95,NULL,NULL,"4 / 5",NULL,Centralno,3,NULL,950,Srbija,Novogradnja,NULL,NULL
815,flat,sale,Beograd,Karaburma,59,NULL,NULL,"4 / 4",Da,Samostalno,3,1,79600,Srbija,Novogradnja,NULL,NULL
816,flat,sale,Beograd,"Denkova bašta",70,NULL,NULL,"4 / 4",Da,Centralno,3,1,120000,Srbija,Novogradnja,NULL,NULL
817,flat,sale,Beograd,"Gornji Dorćol",70,NULL,NULL,"3 / 4",Da,Samostalno,3,1,140000,Srbija,Izvorno,NULL,NULL
818,flat,sale,Beograd,"Novi Beograd Blok 65",75,NULL,NULL,"4 / 7",Da,Centralno,3,1,225000,Srbija,Novogradnja,NULL,NULL
819,flat,sale,Beograd,"Vračar (Hram)",76,NULL,NULL,"- / 3",Da,Samostalno,3,1,155000,Srbija,Izvorno,NULL,NULL
820,flat,rent,Beograd,Zvezdara,43,NULL,NULL,"8 / 9",NULL,Centralno,1,NULL,240,Srbija,NULL,NULL,NULL
821,flat,sale,Zlatibor,Golija,40,NULL,NULL,"3 / 3",Da,Samostalno,2,1,54000,Srbija,Novogradnja,NULL,NULL
822,flat,sale,Beograd,Autokomanda,87,NULL,NULL,"3 / 7",NULL,Centralno,3,1,174000,Srbija,Novogradnja,NULL,NULL
823,flat,sale,Beograd,"Vračar (Centar)",86,NULL,NULL,"2 / 4",NULL,Centralno,3,1,280000,Srbija,Izvorno,NULL,NULL
824,flat,sale,Beograd,"Novi Beograd Blok 65",89,NULL,NULL,"26 / 30",NULL,"Centralno, Klima",3,1,325000,Srbija,U,NULL,NULL
825,flat,sale,Beograd,"Braće Jerković",91,NULL,NULL,"10 / 11",Da,Centralno,3,1,99000,Srbija,Izvorno,NULL,NULL
826,home,sale,Kruševac,Banjska,560,NULL,NULL,NULL,Da,Samostalno,NULL,NULL,680000,Srbija,Standardna,NULL,NULL
827,flat,sale,Beograd,"Novi Beograd Blok 65",94,NULL,NULL,"4 / 5",Da,Centralno,3,1,262000,Srbija,Novogradnja,NULL,NULL
828,flat,sale,Beograd,"Miljakovac I",92,NULL,NULL,"5 / 6",NULL,Centralno,3,1,82800,Srbija,Izvorno,NULL,NULL
829,flat,sale,Beograd,"Novi Beograd Blok 65",98,NULL,NULL,"2 / 5",Da,Centralno,3,1,297000,Srbija,Novogradnja,NULL,NULL
830,flat,sale,Beograd,"Crveni krst",100,NULL,NULL,"4 / 5",Da,Centralno,3,1,225000,Srbija,Novogradnja,NULL,NULL
831,flat,sale,Beograd,Belvil,102,NULL,NULL,"3 / 12",Da,Centralno,3,1,249900,Srbija,Novogradnja,NULL,NULL
832,flat,sale,Beograd,Belvil,120,NULL,NULL,"10 / 10",Da,Centralno,3,1,280000,Srbija,Novogradnja,NULL,NULL
833,flat,sale,Beograd,"Novi Beograd Blok 65",125,NULL,NULL,"3 / 7",Da,Centralno,3,1,358000,Srbija,Novogradnja,NULL,NULL
834,flat,sale,Beograd,"Dedinje (Beli dvor)",65,NULL,NULL,"- / 3",Da,Samostalno,3,1,93400,Srbija,Novogradnja,NULL,NULL
835,flat,sale,Beograd,"Dedinje (25. maj)",132,NULL,NULL,"3 / 4",NULL,Samostalno,4,NULL,290070,Srbija,Novogradnja,NULL,NULL
836,flat,sale,Beograd,"Dedinje (25. maj)",90,NULL,NULL,"3 / 4",NULL,Samostalno,4,NULL,197910,Srbija,Novogradnja,NULL,NULL
837,flat,sale,Beograd,"Beograd na vodi",55,NULL,NULL,"16 / 23",NULL,Centralno,2,1,172000,Srbija,Novogradnja,NULL,NULL
838,flat,sale,Beograd,"Novi Beograd Blok 11 (Hotel Jugoslavija)",57,NULL,NULL,"-1 / 6",NULL,Centralno,2,NULL,150404,Srbija,Novogradnja,NULL,NULL
839,flat,rent,Beograd,"Dedinje (RTV Pink)",280,NULL,NULL,"2 / -",NULL,Centralno,5,3,4000,Srbija,Novogradnja,NULL,NULL
840,flat,sale,Beograd,Banjica,82,NULL,NULL,"- / -",Da,Centralno,3,1,120000,Srbija,Izvorno,NULL,NULL
841,flat,sale,"Novi Banovci","Svetosavska 64",50,NULL,NULL,"- / 3",NULL,Centralno,2,1,47500,Srbija,U,NULL,NULL
842,flat,sale,"Novi Banovci","Svetosavska 64",56,NULL,NULL,"- / 3",NULL,Centralno,1,1,53200,Srbija,U,NULL,NULL
843,flat,sale,"Novi Banovci","Svetosavska 64",42,NULL,NULL,"0 / 3",NULL,Centralno,1,1,39900,Srbija,U,NULL,NULL
844,flat,sale,"Novi Banovci","svetosavska 64",78,NULL,NULL,"- / 3",NULL,Centralno,2,2,70200,Srbija,U,NULL,NULL
845,flat,sale,"Novi Banovci","svetosavska 64",48,NULL,NULL,"- / 3",NULL,Centralno,2,1,45600,Srbija,U,NULL,NULL
846,flat,sale,Budva,NULL,29,NULL,NULL,"5 / 7",Da,Samostalno,1,1,46000,"Crna Gora",Standardna,NULL,NULL
847,flat,rent,Beograd,"Stari Grad",70,NULL,NULL,"- / -",NULL,Centralno,3,NULL,700,Srbija,Novogradnja,NULL,NULL
848,cottage,sale,Niš,NULL,100,NULL,NULL,NULL,Da,Samostalno,NULL,NULL,32000,Srbija,Standardna,NULL,NULL
849,cottage,sale,Pirot,NULL,120,NULL,NULL,NULL,NULL,Samostalno,3,NULL,18000,Srbija,Standardna,NULL,NULL
850,home,sale,"Donja Trepča",NULL,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9900,Srbija,U,NULL,NULL
851,cottage,sale,Resnik,NULL,109,NULL,NULL,NULL,Da,Samostalno,2,1,38000,Srbija,Standardna,NULL,NULL
852,cottage,sale,"Veliko Gradište","Srebrno jezero",160,NULL,NULL,NULL,Da,Klima,NULL,NULL,70000,Srbija,Standardna,NULL,NULL
853,cottage,sale,Beograd,Sopot,46000,NULL,NULL,NULL,Da,NULL,NULL,NULL,780000,Srbija,NULL,NULL,NULL
854,cottage,sale,Aleksinac,NULL,158,NULL,NULL,NULL,Da,Samostalno,4,NULL,33000,Srbija,Standardna,NULL,NULL
855,cottage,sale,Subotica,"Centar 3",30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8000,Srbija,NULL,NULL,NULL
856,cottage,sale,"Stari Slankamen",Oduševac,70,NULL,NULL,NULL,Da,NULL,3,1,20000,Srbija,Izvorno,NULL,NULL
857,cottage,sale,Čerević,NULL,70,NULL,NULL,NULL,Da,Samostalno,3,2,28840,Srbija,Standardna,NULL,NULL
858,cottage,sale,Banoštor,NULL,70,NULL,NULL,NULL,Da,NULL,NULL,NULL,28840,Srbija,NULL,NULL,NULL
859,cottage,rent,Divčibare,"Marinkovica kosa b.b.",70,2012,NULL,NULL,Da,Centralno,3,1,65,Srbija,Novogradnja,NULL,NULL
860,flat,sale,Beograd,"Braće Jerković",100,NULL,NULL,"5 / 5",Da,Centralno,4,1,94000,Srbija,Izvorno,NULL,NULL
861,flat,rent,Beograd,"Vračar (Centar)",75,NULL,NULL,"1 / 4",NULL,Centralno,NULL,NULL,700,Srbija,NULL,NULL,NULL
862,cottage,rent,Divčibare,NULL,50,NULL,NULL,NULL,NULL,Centralno,1,1,40,Srbija,Standardna,NULL,NULL
863,flat,rent,Beograd,"Stari Grad",45,NULL,NULL,"5 / 6",NULL,Centralno,2,NULL,450,Srbija,Kompletna,NULL,NULL
864,flat,sale,Beograd,"Novi Beograd Blok 65",94,NULL,NULL,"14 / 30",NULL,Centralno,3,1,328900,Srbija,U,NULL,NULL
865,cottage,sale,Beška,NULL,81,NULL,NULL,NULL,NULL,Samostalno,2,1,36000,Srbija,Novogradnja,NULL,NULL
866,cottage,sale,Čerević,NULL,41,NULL,NULL,NULL,Da,Samostalno,2,NULL,20000,Srbija,NULL,NULL,NULL
867,flat,sale,Zlatibor,Golija,35,NULL,NULL,"0 / 0",NULL,Samostalno,2,1,45500,Srbija,Novogradnja,yes,NULL
868,cottage,sale,Ćuprija,Senje,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25000,Srbija,Standardna,NULL,NULL
869,cottage,sale,Beška,NULL,35,NULL,NULL,NULL,Da,Samostalno,1,1,61000,Srbija,NULL,NULL,NULL
870,cottage,sale,Jagodina,Ribare,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35000,Srbija,Standardna,NULL,NULL
871,flat,rent,Beograd,"Novi Beograd Blok 67a",56,NULL,NULL,"3 / 7",NULL,Centralno,2,NULL,650,Srbija,Novogradnja,NULL,NULL
872,cottage,sale,Krčedin,NULL,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11500,Srbija,NULL,NULL,NULL
873,flat,sale,Beograd,"Crveni krst",53,NULL,NULL,"3 / 4",Da,"Samostalno, Klima",2,1,113500,Srbija,NULL,NULL,NULL
874,cottage,sale,Divčibare,NULL,110,NULL,NULL,NULL,Da,NULL,NULL,NULL,90000,Srbija,Standardna,NULL,NULL
875,cottage,sale,Šumarak,Šumarak,60,NULL,NULL,NULL,Da,Samostalno,4,NULL,15400,Srbija,Novogradnja,NULL,NULL
876,cottage,sale,"Slankamenački Vinogradi",NULL,124,NULL,NULL,NULL,Da,Samostalno,6,2,65000,Srbija,Novogradnja,NULL,NULL
877,cottage,sale,Jagodina,Ribare,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25000,Srbija,Standardna,NULL,NULL
878,cottage,sale,Paraćin,Lozica,65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7500,Srbija,Standardna,NULL,NULL
