idrealestate;type;typeOfOffer;city;municipality;squareFootage;constructionYear;landArea;floorInfo;registration;heatingType;roomNo;bathroomNo;price;country;con;pl;pumpaIliKalorimetri
10431;flat;sale;Beograd;Olimp;37;NULL;NULL;"- / -";NULL;NULL;NULL;NULL;1650;Srbija;Novogradnja;NULL;pumpa
10432;flat;sale;Beograd;Zvezdara;46;2020;NULL;"3 / 6";NULL;NULL;2;NULL;1700;Srbija;NULL;NULL;pumpa
10437;flat;sale;Beograd;Zvezdara;33;2020;NULL;"5 / 6";NULL;NULL;2;NULL;1700;Srbija;NULL;NULL;pumpa
10438;flat;sale;Beograd;Zvezdara;39;2020;NULL;"1 / 6";NULL;NULL;2;NULL;1650;Srbija;U;NULL;pumpa
10440;flat;sale;Beograd;Zvezdara;37;2020;NULL;"5 / 6";NULL;NULL;2;NULL;1700;Srbija;NULL;NULL;pumpa
10446;flat;rent;Beograd;Voždovac;182;NULL;NULL;"1 / 3";Da;Centralno;5;NULL;1400;Srbija;Novogradnja;NULL;kalorimetri
10447;flat;sale;Beograd;"Crveni krst";58;NULL;NULL;"3 / 7";Da;Centralno;3;1;140540;Srbija;Novogradnja;NULL;kalorimetri
10448;flat;sale;Beograd;"Crveni krst";61;NULL;NULL;"3 / 7";Da;Centralno;3;1;146400;Srbija;Novogradnja;NULL;kalorimetri
10449;flat;sale;Beograd;"Crveni krst";98;NULL;NULL;"3 / 7";Da;Centralno;4;2;245000;Srbija;Novogradnja;NULL;kalorimetri
10453;flat;sale;"Novi Sad";Podbara;74;2020;NULL;"3 / 4";Da;Centralno;NULL;NULL;93929;Srbija;Novogradnja;NULL;kalorimetri
10454;flat;sale;Beograd;"Crveni krst";169;NULL;NULL;"1 / 7";Da;Centralno;4;2;405600;Srbija;Novogradnja;NULL;kalorimetri
10465;flat;sale;Beograd;"Banovo brdo";28;NULL;NULL;"- / -";NULL;NULL;NULL;NULL;NULL;Srbija;Novogradnja;NULL;kalorimetri
10472;flat;sale;"Novi Sad";Podbara;45;NULL;NULL;"- / 4";Da;Centralno;NULL;NULL;56667;Srbija;Novogradnja;NULL;kalorimetri
10482;flat;sale;"Novi Sad";Podbara;65;2020;NULL;"2 / 4";Da;Centralno;NULL;NULL;83045;Srbija;Novogradnja;NULL;kalorimetri
10485;flat;sale;Beograd;"Lekino brdo";121;NULL;NULL;"3 / 4";Da;Centralno;4;2;235000;Srbija;Novogradnja;NULL;kalorimetri
10580;flat;sale;Beograd;Neimar;83;NULL;NULL;"4 / 5";Da;Centralno;3;NULL;215000;Srbija;Izvorno;NULL;kalorimetri
10597;flat;rent;Beograd;"Donji Dorćol";52;NULL;NULL;"3 / 0";NULL;Centralno;2;1;550;Srbija;Novogradnja;NULL;kalorimetri
10599;flat;sale;Beograd;"Višnjička banja";46;NULL;NULL;"1 / 5";NULL;Centralno;2;NULL;63250;Srbija;Novogradnja;NULL;kalorimetri
